osm_edge_id,physical_edge_id,directed_edge_count,road_name,road_class,length_m,length_m_for_density,traffic_lanes_estimated,traffic_lanes_source,traffic_speed_estimated_kmh,traffic_speed_estimate_source,traffic_speed_08_09_kmh,traffic_speed_daily_avg_kmh,traffic_speed_used_kmh,traffic_speed_source,traffic_lanes_avg,traffic_lanes_max,topis_link_count,topis_record_count,estimated_traffic_volume,inverse_speed_risk,crosswalk_count,crosswalk_weight,traffic_signal_count,traffic_signal_weight,nearest_crosswalk_distance_m,nearest_signal_distance_m,crosswalk_count_per_100m,traffic_signal_count_per_100m,child_facility_count_300m,child_facility_count_300m_capped,road_6lane_or_traffic_weight,child_facility_weight,final_local_method_weight,pedestrian_accident_hybrid_weight,local_method_risk_index,local_method_safety_index,local_method_risk_decile,geometry_wkt
13204980297_2045932040_0,13204980297_2045932040_0,2,신림로46길,residential,69.6638900281238,69.6638900281238,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.934072 37.478591, 126.933546 37.478124)"
13204980302_1835221341_0,13204980302_1835221341_0,2,신림로48길,residential,7.457506595669867,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.932119 37.478817, 126.93219 37.478854)"
13204980302_2045931949_0,13204980302_2045931949_0,2,신림로48길,residential,32.826468570599154,32.826468570599154,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,0,0.0,3.778,0.0,3.046322201394653,0.0,5.0,5.0,1.0,1.019,1.019,0.125,2.7534233694798083,-2.7534233694798083,9,"LINESTRING (126.932423 37.479084, 126.93219 37.478854)"
13204980304_2045931958_0,13204980304_2045931958_0,2,신림로50길,residential,5.475262585209146,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.931792 37.479112, 126.931823 37.479155)"
13204980304_2045932052_0,13204980304_2045932052_0,2,신림로50길,residential,47.92648829260314,47.92648829260314,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.932093 37.479529, 126.931823 37.479155)"
13204980305_1835221341_0,13204980305_1835221341_0,1,신림로,secondary,13.827653581714038,20.0,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,464.64,0.050735667174023336,1,1.0,0,0.0,1.007,0.0,5.0,0.0,5.0,5.0,1.9809999999999999,1.019,2.018639,0.0,10.317452694805828,-10.317452694805828,10,"LINESTRING (126.932119 37.478817, 126.932016 37.47891)"
13204980305_2045931958_0,13204980305_2045931958_0,1,신림로,secondary,29.88928973184029,29.88928973184029,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,464.64,0.050735667174023336,0,0.0,2,2.0,0.0,7.757,0.0,6.691360075610802,5.0,5.0,1.9809999999999999,1.019,2.018639,1.0,12.643517281049478,-12.643517281049478,10,"LINESTRING (126.932016 37.47891, 126.931792 37.479112)"
13204980307_1835221313_0,13204980307_1835221313_0,1,신림로,secondary,10.427658234089243,20.0,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,464.64,0.050735667174023336,1,1.0,0,0.0,7.442,0.0,5.0,0.0,5.0,5.0,1.9809999999999999,1.019,2.018639,0.0,10.317452694805828,-10.317452694805828,10,"LINESTRING (126.931765 37.478706, 126.931843 37.478636)"
13204980307_2824647058_0,13204980307_2824647058_0,1,신림로,secondary,183.06796232008685,183.06796232008685,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,464.64,0.050735667174023336,0,0.0,2,2.0,0.0,1.205,0.0,1.0924904470740116,6.0,6.0,1.9809999999999999,1.019,2.018639,0.0,5.688940257534281,-5.688940257534281,9,"LINESTRING (126.93041 37.479953, 126.931765 37.478706)"
13204980308_2045931960_0,13204980308_2045931960_0,2,신림로,service,46.05907680937463,46.05907680937463,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,72.6,0.050735667174023336,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-1.0270990933873507,1.0270990933873507,4,"LINESTRING (126.931852 37.479708, 126.931755 37.479572, 126.931594 37.479348)"
13204980308_2045982970_0,13204980308_2045982970_0,2,신림로,service,5.617374238093906,20.0,2.42,topis_observed,19.71,topis_observed,19.70594696969697,21.215546085858584,19.70594696969697,weekday_08_09,2.4166666666666665,4.0,12.0,264.0,72.6,0.050735667174023336,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-1.0270990933873507,1.0270990933873507,4,"LINESTRING (126.931563 37.479304, 126.931594 37.479348)"
13204980311_1835221143_0,13204980311_1835221143_0,2,신림로54길,service,8.579849959665186,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.930339 37.48052, 126.930425 37.480556)"
13204980311_2045931973_0,13204980311_2045931973_0,2,신림로54길,service,20.908754078006336,20.908754078006336,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.930635 37.480643, 126.930425 37.480556)"
13204980313_2045982983_0,13204980313_2045982983_0,2,신림로56길,residential,75.92903647499358,75.92903647499358,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,1,1.0,0.881,4.219,1.3170192148155855,1.3170192148155855,5.0,5.0,1.0,1.019,1.019,1.0,4.106029900079485,-4.106029900079485,9,"LINESTRING (126.930981 37.481222, 126.930282 37.481306, 126.930133 37.481276)"
13204980313_2045982993_0,13204980313_2045982993_0,2,신림로56길,residential,12.65150586473786,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.929994 37.481248, 126.930133 37.481276)"
13207134261_2834984852_0,13207134261_2834984852_0,1,호암로24길,residential,47.620734154893015,47.620734154893015,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,1,1.0,4.426,8.124,2.0999256264033264,2.0999256264033264,0.0,0.0,1.0,1.0,1.0,1.0,5.327408354047684,-5.327408354047684,9,"LINESTRING (126.933236 37.470117, 126.93373 37.469945)"
13207134261_436881777_0,13207134261_436881777_0,1,호암로24길,residential,5.503634196111875,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.933179 37.470137, 126.933236 37.470117)"
13207134262_2834984842_0,13207134262_2834984842_0,1,호암로22길,residential,5.166407491223127,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.932746 37.469195, 126.932692 37.469214)"
13207134262_2834984853_0,13207134262_2834984853_0,1,호암로22길,residential,47.75380876485223,47.75380876485223,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,1,1.0,1.478,9.151,2.0940738045088043,2.0940738045088043,0.0,0.0,1.0,1.0,1.0,1.0,5.318710092250428,-5.318710092250428,9,"LINESTRING (126.933242 37.469024, 126.932746 37.469195)"
13207134263_2834984854_0,13207134263_2834984854_0,2,호암로20길,residential,46.44012544180289,46.44012544180289,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,0,0.0,2.094,0.0,2.153310290371985,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.1266929766774916,-2.1266929766774916,9,"LINESTRING (126.932494 37.467656, 126.931976 37.467729)"
13207134263_2955783860_0,13207134263_2955783860_0,2,호암로20길,residential,6.653756761963032,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.931902 37.46774, 126.931976 37.467729)"
13207134265_5826298587_0,13207134265_5826298587_0,2,,service,7.7147585789649185,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.307343578050236,1.307343578050236,3,"LINESTRING (126.931408 37.46639, 126.931494 37.46638)"
13207134265_5826298590_0,13207134265_5826298590_0,2,,service,199.8565697334996,199.8565697334996,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,1,1.0,0,0.0,5.464,0.0,0.5003588330038178,0.0,1.0,1.0,1.0,1.019,1.019,0.0,0.1599332143399064,-0.1599332143399064,8,"LINESTRING (126.932716 37.467284, 126.932521 37.466367, 126.932513 37.466347, 126.932504 37.466331, 126.932492 37.466315, 126.932476 37.466302, 126.932457 37.466292, 126.932436 37.466283, 126.932411 37.466278, 126.932387 37.466277, 126.931494 37.46638)"
13207134267_2841340710_0,13207134267_2841340710_0,2,호암로18길,residential,12.137156821802272,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,1,1.0,0.0,3.424,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,4.086386883156246,-4.086386883156246,9,"LINESTRING (126.931664 37.465424, 126.931528 37.465412)"
13207134267_436881772_0,13207134267_436881772_0,2,호암로18길,residential,8.342401143712749,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.931434 37.465403, 126.931528 37.465412)"
13207134268_2841340710_0,13207134268_2841340710_0,2,호암로,living_street,134.22012166752043,134.22012166752043,2.0,topis_observed,28.67,topis_observed,28.67,28.285113636363636,28.67,weekday_08_09,2.0,2.0,1.0,22.0,60.0,0.034879665155214505,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-3.24618109790312,3.24618109790312,1,"LINESTRING (126.931664 37.465424, 126.931828 37.465214, 126.931863 37.464671, 126.931825 37.464396, 126.931651 37.464378)"
13207134268_436881771_0,13207134268_436881771_0,2,호암로,living_street,7.639933432029241,20.0,2.0,topis_observed,28.67,topis_observed,28.67,28.285113636363636,28.67,weekday_08_09,2.0,2.0,1.0,22.0,60.0,0.034879665155214505,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,-3.24618109790312,3.24618109790312,1,"LINESTRING (126.931565 37.464369, 126.931651 37.464378)"
13207134269_2841340704_0,13207134269_2841340704_0,2,호암로16길,residential,9.586941968903705,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.25,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.931678 37.463334, 126.931786 37.463339)"
13207134270_436881768_0,13207134270_436881768_0,2,약수암길,residential,8.56810284657369,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,1,1.0,0.0,9.674,0.0,5.0,1.0,1.0,1.0,1.019,1.019,0.0,4.1640282339362145,-4.1640282339362145,9,"LINESTRING (126.931956 37.461583, 126.932053 37.461589)"
13208105823_436881768_0,13208105823_436881768_0,2,약수암길,residential,6.655019005781094,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.931956 37.461583, 126.931881 37.461583)"
13208228277_13208228288_0,13208228277_13208228288_0,1,,tertiary,96.5289567087117,96.5289567087117,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.939046 37.464803, 126.938785 37.464916, 126.938331 37.465268, 126.93822 37.465361)"
13208228277_13208228303_0,13208228277_13208228303_0,2,,residential,7.082059285130296,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.93822 37.465361, 126.938214 37.465298)"
13208228277_13208298902_0,13208228277_13208298902_0,1,,tertiary,18.559444805256554,20.0,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.93822 37.465361, 126.938074 37.465482)"
13208228277_2841340664_0,13208228277_2841340664_0,2,,residential,16.193859757506047,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.938201 37.4655, 126.938188 37.465412, 126.93822 37.465361)"
13208228278_13208228283_0,13208228278_13208228283_0,1,,tertiary,62.90801868946727,62.90801868946727,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.94029 37.464307, 126.940031 37.464187, 126.939958 37.464176, 126.939847 37.464208, 126.939794 37.464232, 126.939695 37.464331)"
13208228278_1934653318_0,13208228278_1934653318_0,2,신림로11길,residential,30.95294091391952,30.95294091391952,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.940089 37.464535, 126.94029 37.464307)"
13208228278_1934653320_0,13208228278_1934653320_0,2,신림로11길,residential,4.6156144393801455,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.94032 37.464273, 126.94029 37.464307)"
13208228283_13208228284_0,13208228283_13208228284_0,1,,tertiary,28.460836199400074,28.460836199400074,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.939695 37.464331, 126.939498 37.464534)"
13208228283_1934653318_0,13208228283_1934653318_0,2,신림로11길,residential,41.51378372884031,41.51378372884031,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.940089 37.464535, 126.939695 37.464331)"
13208228283_2841340667_0,13208228283_2841340667_0,2,신림로11길,residential,4.561657138285214,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.939652 37.464308, 126.939695 37.464331)"
13208228284_13208228288_0,13208228284_13208228288_0,1,,tertiary,50.50365142031334,50.50365142031334,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.939498 37.464534, 126.939423 37.464609, 126.939325 37.464677, 126.939183 37.464746, 126.939046 37.464803)"
13208228284_2841340668_0,13208228284_2841340668_0,2,신림로11길,residential,40.84874368089325,40.84874368089325,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.939866 37.464757, 126.939498 37.464534)"
13208228284_2841340669_0,13208228284_2841340669_0,2,신림로11길,residential,5.088762651963849,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.939452 37.464506, 126.939498 37.464534)"
13208228288_2841340670_0,13208228288_2841340670_0,2,신림로11길,residential,53.30899388983627,53.30899388983627,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.93951 37.465111, 126.939046 37.464803)"
13208228288_2841340671_0,13208228288_2841340671_0,2,신림로11길,residential,5.096490124702269,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.939002 37.464774, 126.939046 37.464803)"
13208228295_13208228296_0,13208228295_13208228296_0,1,,tertiary,22.171063440821623,22.171063440821623,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.937569 37.466121, 126.937576 37.46632)"
13208228295_13208298902_0,13208228295_13208298902_0,1,,tertiary,85.92026798556984,85.92026798556984,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,1.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.938074 37.465482, 126.938058 37.465495, 126.937798 37.465723, 126.937715 37.465795, 126.937648 37.465884, 126.937569 37.466121)"
13208228295_1927482696_0,13208228295_1927482696_0,2,대학14길,residential,5.507337906797754,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.937506 37.466121, 126.937569 37.466121)"
13208228296_13208228424_0,13208228296_13208228424_0,1,,tertiary,133.97576210844065,133.97576210844065,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,1.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.937576 37.46632, 126.93764 37.467524)"
13208228296_1927444918_0,13208228296_1927444918_0,2,대학길,service,5.073070523584775,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.93752 37.46633, 126.937576 37.46632)"
13208228296_2841340660_0,13208228296_2841340660_0,2,대학길,service,10.271649115241773,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.93769 37.466302, 126.937576 37.46632)"
13208228298_13208228342_0,13208228298_13208228342_0,1,,tertiary,46.757568512492135,46.757568512492135,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9809999999999999,1.0,1.9809999999999999,0.0,-0.8183480651405216,0.8183480651405216,8,"LINESTRING (126.9377 37.468455, 126.937729 37.468874)"
13208228298_13208228424_0,13208228298_13208228424_0,1,,tertiary,103.59230954258614,103.59230954258614,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,1,1.0,0,0.0,0.053,0.0,0.9653226232869211,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,1.0,3.271759836737642,-3.271759836737642,9,"LINESTRING (126.93764 37.467524, 126.937641 37.467531, 126.9377 37.468455)"
13208228298_1927444983_0,13208228298_1927444983_0,1,대학7길,residential,4.643064558044906,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.9377 37.468455, 126.937648 37.468457)"
13208228298_2834984778_0,13208228298_2834984778_0,1,대학7길,residential,38.71935218732273,38.71935218732273,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.938138 37.468432, 126.9377 37.468455)"
13208228299_13208228342_0,13208228299_13208228342_0,1,,tertiary,35.38823037246355,35.38823037246355,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9809999999999999,1.0,1.9809999999999999,0.0,-0.8183480651405216,0.8183480651405216,8,"LINESTRING (126.937729 37.468874, 126.93775 37.469192)"
13208228299_13208228382_0,13208228299_13208228382_0,1,대학5길,residential,59.31787589968785,59.31787589968785,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.93775 37.469192, 126.938365 37.469224, 126.938421 37.469227)"
13208228299_1927444961_0,13208228299_1927444961_0,1,대학5길,residential,4.651826000211562,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,1.0,0,0.0,0.334,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.71786578896204,-3.71786578896204,9,"LINESTRING (126.937698 37.46919, 126.93775 37.469192)"
13208228303_2834984815_0,13208228303_2834984815_0,1,대학길,tertiary,17.32031761974396,20.0,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.938082 37.465413, 126.938182 37.465323, 126.938214 37.465298)"
13208228342_13208228344_0,13208228342_13208228344_0,2,,residential,39.6701317534421,39.6701317534421,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.937729 37.468874, 126.937826 37.468877, 126.938069 37.469079)"
13208228381_13208228382_0,13208228381_13208228382_0,2,,residential,42.45452039794263,42.45452039794263,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.938362 37.469606, 126.938421 37.469227)"
13208228381_2841340184_0,13208228381_2841340184_0,2,신림로11길,residential,41.558103621588245,41.558103621588245,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.938826 37.469667, 126.938362 37.469606)"
13208228381_2841340185_0,13208228381_2841340185_0,2,신림로11길,residential,23.49835594187775,23.49835594187775,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.9109800094061397,0.9109800094061397,7,"LINESTRING (126.9381 37.469569, 126.938316 37.4696, 126.938362 37.469606)"
13208228382_2834984754_0,13208228382_2834984754_0,1,대학5길,residential,34.050231035939646,34.050231035939646,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,1.125,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.938421 37.469227, 126.938806 37.469247)"
13208228423_13208228424_0,13208228423_13208228424_0,2,,residential,4.886647504598396,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.937585 37.467526, 126.93764 37.467524)"
13208228423_2834984801_0,13208228423_2834984801_0,1,대학길,tertiary,33.27288553075839,33.27288553075839,2.0,road_class_default,19.0,road_class_default,,,,,,,,,260.0,0.05263157894736842,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9809999999999999,1.019,2.018639,0.0,-0.8338966783781916,0.8338966783781916,8,"LINESTRING (126.937585 37.467526, 126.937565 37.467228)"
