osm_edge_id,physical_edge_id,directed_edge_count,road_name,road_class,length_m,length_m_for_density,traffic_lanes_estimated,traffic_lanes_source,traffic_speed_estimated_kmh,traffic_speed_estimate_source,traffic_speed_08_09_kmh,traffic_speed_daily_avg_kmh,traffic_speed_used_kmh,traffic_speed_source,traffic_lanes_avg,traffic_lanes_max,topis_link_count,topis_record_count,estimated_traffic_volume,inverse_speed_risk,crosswalk_count,crosswalk_weight,traffic_signal_count,traffic_signal_weight,nearest_crosswalk_distance_m,nearest_signal_distance_m,crosswalk_count_per_100m,traffic_signal_count_per_100m,child_facility_count_300m,child_facility_count_300m_capped,road_6lane_or_traffic_weight,child_facility_weight,final_local_method_weight,pedestrian_accident_hybrid_weight,local_method_risk_index,local_method_safety_index,local_method_risk_decile,geometry_wkt
10058793130_3393479933_0,10058793130_3393479933_0,2,낙성대로,service,189.35465118941295,189.35465118941295,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.957649 37.475688, 126.957911 37.475688, 126.958075 37.475598, 126.958189 37.475446, 126.958266 37.474937, 126.958352 37.474864, 126.95904 37.474901)"
10058793130_3393479941_0,10058793130_3393479941_0,2,낙성대로,service,104.9788413438598,104.9788413438598,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.957548 37.474827, 126.957529 37.475084, 126.957545 37.475688, 126.957649 37.475688)"
10128262061_2824730032_0,10128262061_2824730032_0,2,국회단지25길,service,17.912693122240185,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.940598 37.490556, 126.940534 37.490403)"
10135862928_3079938822_0,10135862928_3079938822_0,2,,service,434.2186573752782,434.2186573752782,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.307343578050236,1.307343578050236,3,"LINESTRING (126.984884 37.457887, 126.985407 37.457939, 126.985552 37.457941, 126.985705 37.457893, 126.985874 37.457782, 126.986013 37.457732, 126.986141 37.457738, 126.986324 37.457641, 126.986214 37.457491, 126.986219 37.457454, 126.986275 37.45742, 126.986364 37.45741, 126.986506 37.457434, 126.986758 37.457543, 126.986938 37.457696, 126.986948 37.457761, 126.986919 37.457833, 126.986848 37.457898, 126.98661 37.458026, 126.986429 37.458182, 126.986352 37.45829, 126.986357 37.458402, 126.986363 37.458559, 126.986319 37.458641, 126.986133 37.458836, 126.986026 37.458974, 126.985862 37.459154)"
10149658150_2825779575_0,10149658150_2825779575_0,2,보라매로5길,residential,39.98918224549316,39.98918224549316,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,3,3.0,3,3.0,37.25,67.279,7.502028877667545,7.502028877667545,1.0,1.0,1.0,1.019,1.019,0.0,11.086994272039579,-11.086994272039579,10,"LINESTRING (126.925806 37.492625, 126.926253 37.492564)"
10149658150_436858761_0,10149658150_436858761_0,1,,secondary_link,69.72210304401342,69.72210304401342,1.5,road_class_default,16.0,road_class_default,,,,,,,,,480.0,0.0625,1,1.0,3,3.0,2.486,4.599,1.434265399838457,4.30279619951537,3.0,3.0,1.9809999999999999,1.019,2.018639,1.0,15.452368675196409,-15.452368675196409,10,"LINESTRING (126.926253 37.492564, 126.926421 37.4925, 126.926592 37.492388, 126.926697 37.492319, 126.926792 37.492139)"
10149658150_8549540840_0,10149658150_8549540840_0,2,보라매로5길,residential,47.96764413432837,47.96764413432837,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,2,2.0,4,4.0,7.281,10.391,4.169477230107881,8.0,3.0,3.0,1.0,1.019,1.019,0.0,9.820315284492251,-9.820315284492251,10,"LINESTRING (126.926792 37.492505, 126.926253 37.492564)"
10162728639_10162728641_0,10162728639_10162728641_0,2,,service,20.512330311237054,20.512330311237054,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.947472 37.485419, 126.947702 37.485395)"
10162728639_2059839282_0,10162728639_2059839282_0,2,양녕로2가길,residential,62.16807073448918,62.16807073448918,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.019,1.019,0.166667,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.947558 37.485974, 126.947472 37.485419)"
10162728639_2059839339_0,10162728639_2059839339_0,2,양녕로2가길,residential,83.10737241835747,83.10737241835747,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.947356 37.484677, 126.947472 37.485419)"
10162728641_10162728647_0,10162728641_10162728647_0,2,,service,39.67336302737568,39.67336302737568,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.947702 37.485395, 126.948112 37.48536, 126.94814 37.48534)"
10162728641_2059839323_0,10162728641_2059839323_0,2,은천로24길,service,127.69864861241548,127.69864861241548,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.94853 37.486334, 126.947705 37.485416, 126.947702 37.485395)"
10162728646_10162728647_0,10162728646_10162728647_0,2,,service,32.68010476783312,32.68010476783312,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.947954 37.485089, 126.947957 37.485116, 126.948115 37.485319, 126.94814 37.48534)"
10162728647_2059839345_0,10162728647_2059839345_0,2,,service,117.94042344963324,117.94042344963324,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.948964 37.486171, 126.948539 37.485681, 126.94814 37.48534)"
10162728649_10175370354_0,10162728649_10175370354_0,2,,service,58.69694092260833,58.69694092260833,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.936097 37.488322, 126.93593 37.488347, 126.935659 37.488336, 126.935453 37.488265)"
10162728649_2824732161_0,10162728649_2824732161_0,2,봉천로23길,residential,18.55068502224432,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.166667,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.936027 37.488165, 126.936097 37.488322)"
10162728649_2824732175_0,10162728649_2824732175_0,2,봉천로23길,residential,47.76054572686796,47.76054572686796,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.936239 37.488737, 126.936097 37.488322)"
10170482472_10170482474_0,10170482472_10170482474_0,2,,service,14.157651077611773,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.921904 37.486687, 126.921871 37.486812)"
10170482473_10170482474_0,10170482473_10170482474_0,2,,service,49.77859721593665,49.77859721593665,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.921758 37.48725, 126.921871 37.486812)"
10170482473_10170482475_0,10170482473_10170482475_0,2,관천로17길,service,12.482502497448452,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.921758 37.48725, 126.921618 37.487229)"
10170482473_4626274473_0,10170482473_4626274473_0,2,관천로17길,service,56.864605556763266,56.864605556763266,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.922391 37.487346, 126.921758 37.48725)"
10170482474_2822483013_0,10170482474_2822483013_0,1,관천로15길,residential,69.35503763760984,69.35503763760984,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.921871 37.486812, 126.922636 37.486954)"
10170482474_2824414438_0,10170482474_2824414438_0,1,관천로15길,residential,68.0238556795816,68.0238556795816,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,1.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.921121 37.486672, 126.921871 37.486812)"
10170482475_10170482477_0,10170482475_10170482477_0,2,,service,51.4820035724114,51.4820035724114,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.921618 37.487229, 126.921486 37.48768)"
10170482475_2824414433_0,10170482475_2824414433_0,2,관천로17길,service,56.04023689556366,56.04023689556366,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.920994 37.487135, 126.921618 37.487229)"
10170482476_10170482477_0,10170482476_10170482477_0,2,,service,32.99209080550546,32.99209080550546,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.9214 37.487969, 126.921486 37.48768)"
10170482477_2824414435_0,10170482477_2824414435_0,1,관천로19길,residential,55.13836289312015,55.13836289312015,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.921486 37.48768, 126.920876 37.48757)"
10170482477_2824414444_0,10170482477_2824414444_0,1,관천로19길,residential,56.484344029145674,56.484344029145674,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.92211 37.487793, 126.92205 37.487782, 126.921486 37.48768)"
10170482478_2824415830_0,10170482478_2824415830_0,2,신사로18길,residential,7.165888978927286,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.916872 37.488528, 126.916811 37.488486)"
10170482478_4626274485_0,10170482478_4626274485_0,2,신사로18길,residential,24.701946217644632,24.701946217644632,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.916604 37.488336, 126.916811 37.488486)"
10170482478_4626274486_0,10170482478_4626274486_0,2,신사로18길,service,55.17210004235044,55.17210004235044,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.916458 37.488895, 126.916811 37.488486)"
10170499849_10170499851_0,10170499849_10170499851_0,2,,service,82.19095757735037,82.19095757735037,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.903533 37.481468, 126.904046 37.481722, 126.903871 37.481942)"
10170499849_2822487082_0,10170499849_2822487082_0,2,시흥대로166길,residential,29.14885138097658,29.14885138097658,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.90335 37.481686, 126.903391 37.481637, 126.903533 37.481468)"
10170499849_2822487090_0,10170499849_2822487090_0,2,시흥대로166길,residential,82.50390595714231,82.50390595714231,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.903794 37.48076, 126.903601 37.481386, 126.903533 37.481468)"
10170499851_2822487082_0,10170499851_2822487082_0,2,조원로6길,residential,54.070892665247165,54.070892665247165,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.90335 37.481686, 126.903871 37.481942)"
10170499851_2822487096_0,10170499851_2822487096_0,2,조원로6길,residential,114.55768849143638,114.55768849143638,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.904734 37.482694, 126.904203 37.482129, 126.904133 37.48207, 126.903871 37.481942)"
10170499880_10170499881_0,10170499880_10170499881_0,2,,service,32.96486958868029,32.96486958868029,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.904672 37.48164, 126.904371 37.481816)"
10170499880_10170499884_0,10170499880_10170499884_0,2,조원로10길,residential,31.800489833675258,31.800489833675258,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.904672 37.48164, 126.904896 37.481864)"
10170499880_2822487090_0,10170499880_2822487090_0,2,조원로10길,residential,124.78015510441979,124.78015510441979,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.903794 37.48076, 126.904672 37.48164)"
10170499882_10170499884_0,10170499882_10170499884_0,2,,service,69.98679726605289,69.98679726605289,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.905066 37.482318, 126.904709 37.481974, 126.904896 37.481864)"
10170499882_2822487075_0,10170499882_2822487075_0,2,조원로4길,residential,21.15805492965897,21.15805492965897,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.905193 37.482156, 126.905066 37.482318)"
10170499882_2822487096_0,10170499882_2822487096_0,2,조원로4길,residential,51.13813046545007,51.13813046545007,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.904734 37.482694, 126.905066 37.482318)"
10170499884_2822487075_0,10170499884_2822487075_0,2,조원로10길,residential,41.79038597459282,41.79038597459282,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.905193 37.482156, 126.904896 37.481864)"
10175370334_2824730037_0,10175370334_2824730037_0,2,봉천로23길,residential,19.068631577023982,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.935377 37.487094, 126.935272 37.486944)"
10175370334_2824732182_0,10175370334_2824732182_0,2,봉천로23길,residential,50.60948287824281,50.60948287824281,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,1.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.934996 37.486546, 126.935272 37.486944)"
10175370334_4619615295_0,10175370334_4619615295_0,2,,service,102.22673044673655,102.22673044673655,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935272 37.486944, 126.9351 37.487011, 126.935045 37.487076, 126.935011 37.487174, 126.935028 37.487296, 126.93509 37.487475, 126.935098 37.487537, 126.935128 37.48757, 126.93515 37.487619, 126.935155 37.487654, 126.935136 37.487686, 126.935137 37.48774)"
10175370348_10175370354_0,10175370348_10175370354_0,2,,service,44.41068798395972,44.41068798395972,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935067 37.488025, 126.935253 37.488196, 126.935453 37.488265)"
10175370348_10175370359_0,10175370348_10175370359_0,2,,service,50.28472809458379,50.28472809458379,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935067 37.488025, 126.934613 37.488251, 126.934579 37.488253)"
10175370348_4619615295_0,10175370348_4619615295_0,2,,service,32.4436002724094,32.4436002724094,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935137 37.48774, 126.935138 37.487782, 126.935067 37.488025)"
10175370354_13391400207_0,10175370354_13391400207_0,2,봉천로21가길,service,56.60347861661742,56.60347861661742,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935453 37.488265, 126.935516 37.48813, 126.935522 37.487941, 126.935476 37.487804, 126.93544 37.487785)"
10175370356_13391400207_0,10175370356_13391400207_0,2,봉천로21가길,service,3.641824709750225,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935405 37.487767, 126.93544 37.487785)"
10175370356_2824730037_0,10175370356_2824730037_0,2,,service,77.77404617071562,77.77404617071562,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935377 37.487094, 126.935324 37.487128, 126.935347 37.487547, 126.935382 37.487642, 126.935405 37.487767)"
10175370356_4619615295_0,10175370356_4619615295_0,2,봉천로21가길,service,23.824004759674924,23.824004759674924,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935137 37.48774, 126.935405 37.487767)"
10175370357_10175370359_0,10175370357_10175370359_0,2,,service,7.172672274104752,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.934587 37.488317, 126.934579 37.488253)"
10175370358_10175370359_0,10175370358_10175370359_0,2,,service,49.83244715830583,49.83244715830583,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.934524 37.487807, 126.934579 37.488253)"
10175370358_4619615293_0,10175370358_4619615293_0,2,봉천로21가길,service,26.250794689224307,26.250794689224307,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.934228 37.487836, 126.934524 37.487807)"
10175370358_4619615295_0,10175370358_4619615295_0,2,봉천로21가길,service,54.65135302545761,54.65135302545761,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935137 37.48774, 126.934775 37.487782, 126.934524 37.487807)"
10175370360_4619715196_0,10175370360_4619715196_0,2,봉천로17가길,service,54.387468320998074,54.387468320998074,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.932897 37.48843, 126.933276 37.488213, 126.933194 37.488115)"
10175370394_8481271745_0,10175370394_8481271745_0,2,,service,58.32035569499848,58.32035569499848,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.935698 37.488783, 126.935689 37.488617, 126.93527 37.488485)"
10175370398_2824120389_0,10175370398_2824120389_0,2,봉천로21길,residential,49.50893095147445,49.50893095147445,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.934253 37.489586, 126.934198 37.489143)"
10175370398_2824120390_0,10175370398_2824120390_0,2,봉천로21길,residential,28.150327380888804,28.150327380888804,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.93421 37.488891, 126.934188 37.489018, 126.934198 37.489143)"
10175370398_2824706936_0,10175370398_2824706936_0,2,봉천로21라길,service,38.6397787318678,38.6397787318678,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.933774 37.489094, 126.933951 37.489149, 126.93412 37.489153, 126.934198 37.489143)"
10175378227_10175378228_0,10175378227_10175378228_0,2,,service,57.82557279210464,57.82557279210464,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.933454 37.49086, 126.933612 37.490355)"
10175378228_10562670210_0,10175378228_10562670210_0,2,봉천로13나길,residential,29.01791575593827,29.01791575593827,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-0.9282886295848563,0.9282886295848563,4,"LINESTRING (126.933612 37.490355, 126.933931 37.490421)"
10175378228_10562670274_0,10175378228_10562670274_0,2,,service,32.68100512125179,32.68100512125179,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.019,1.019,0.0,-1.3321831060331903,1.3321831060331903,1,"LINESTRING (126.933612 37.490355, 126.933693 37.490068)"
