walk_edge_id,source_u,source_v,length_m,walking_type,edge_safety_basis,safety_score_0_1,crosswalk_mapping_strategy,crosswalk_mapping_warning,crosswalk_midpoint_road_distance_m,matched_road_id,road_name,road_class,local_method_risk_index,local_method_safety_index,local_method_risk_decile,traffic_speed_source,traffic_lanes_source,estimated_traffic_volume,traffic_speed_used_kmh,traffic_lanes_avg,crosswalk_count,traffic_signal_count,pedestrian_accident_hybrid_weight
153211,90201.0,90206.0,65.321,1000,case_D_crosswalk,0.1382822266343113,nearest_within_80m,,75.19768764073284,5601090930_5601063012_0,,service,-0.7199163053369803,0.7199163053369803,3,,road_class_default,30.0,,,0,0,0.0
17823,90213.0,90214.0,73.594,1100,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,0.5102920628395619,1879343418_5601062963_0,장군봉길,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
50196,17204.0,17205.0,166.611,1000,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,18.54786639746872,2280929183_6822152914_0,,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
92380,17205.0,17232.0,96.468,1000,case_D_crosswalk,0.1382822266343113,max_risk_intersecting_road,,47.99984170688912,2280900199_2280900192_0,인헌19길,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
112439,90212.0,90213.0,90.512,1100,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,3.401516344217041,5601062988_5601090930_0,장군봉길,service,-0.7199163053369803,0.7199163053369803,3,,road_class_default,30.0,,,0,0,0.0
66969,116903.0,116904.0,293.519,1000,case_D_crosswalk,0.1382822266343113,nearest_within_80m,,61.96299449607015,2279225305_2279225331_0,남부순환로260길,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
276577,17205.0,17206.0,159.41,1000,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,18.68381749530441,2280900199_2280900192_0,인헌19길,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
63575,116907.0,116823.0,24.945,1000,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,0.7484523673497719,6388396597_2254642409_0,승방1길,service,-0.7199163053369803,0.7199163053369803,3,,road_class_default,30.0,,,0,0,0.0
121664,116856.0,116907.0,35.413,1000,case_D_crosswalk,0.1382822266343113,max_risk_within_20m,,1.542658723780545,6388396597_2254642409_0,승방1길,service,-0.7199163053369803,0.7199163053369803,3,,road_class_default,30.0,,,0,0,0.0
197421,116823.0,116908.0,48.359,1000,case_D_crosswalk,0.1382822266343113,nearest_within_80m,,27.015893282255664,6388396597_2254642409_0,승방1길,service,-0.7199163053369803,0.7199163053369803,3,,road_class_default,30.0,,,0,0,0.0
238750,90214.0,96130.0,108.383,1000,case_D_crosswalk,0.1382822266343113,nearest_within_80m,,53.90937292018574,1879343423_5601062963_0,장군봉길,service,-0.7199163053369803,0.7199163053369803,1,,road_class_default,30.0,,,0,0,0.0
190439,115116.0,90211.0,276.43,1000,case_D_crosswalk,0.434112802411942,nearest_within_80m,,57.05723832090119,2787260863_1835173121_0,남부순환로194길,residential,-0.5875243354227484,0.5875243354227484,4,,road_class_default,80.0,,,0,0,0.0
262152,115161.0,115169.0,35.56,1000,case_D_crosswalk,0.434112802411942,nearest_within_80m,,70.95225941578143,2834984814_12257202036_0,대학20길,residential,-0.5875243354227484,0.5875243354227484,5,,road_class_default,80.0,,,0,0,0.0
20345,90211.0,115121.0,83.289,1000,case_D_crosswalk,0.434112802411942,nearest_within_80m,,69.49606481520678,1837323196_1915358696_0,장군봉6길,residential,-0.5875243354227484,0.5875243354227484,3,,road_class_default,80.0,,,0,0,0.0
72055,90150.0,90151.0,91.752,1000,case_D_crosswalk,0.434112802411942,max_risk_within_20m,,4.513090580173931,1834823216_2045993154_0,남부순환로194길,residential,-0.5875243354227484,0.5875243354227484,3,,road_class_default,80.0,,,0,0,0.0
231137,90214.0,114570.0,183.187,1100,case_D_crosswalk,0.434112802411942,max_risk_intersecting_road,,45.88140607759283,1844708971_1834823234_0,,residential,-0.5875243354227484,0.5875243354227484,3,,road_class_default,80.0,,,0,0,0.0
275300,90211.0,96023.0,44.696,1000,case_D_crosswalk,0.434112802411942,max_risk_intersecting_road,,13.586197453022876,1915358696_1834138947_0,장군봉6길,residential,-0.5875243354227484,0.5875243354227484,4,,road_class_default,80.0,,,0,0,0.0
149159,96130.0,96131.0,22.547,1000,case_D_crosswalk,0.434112802411942,max_risk_within_20m,,10.54036040151158,2045932035_1937470715_1,신림로46길,residential,-0.5875243354227484,0.5875243354227484,4,,road_class_default,80.0,,,0,0,0.0
91035,96130.0,90215.0,30.075,1000,case_D_crosswalk,0.434112802411942,max_risk_within_20m,,2.522544774683733,2045932035_1937470715_1,신림로46길,residential,-0.5875243354227484,0.5875243354227484,4,,road_class_default,80.0,,,0,0,0.0
211861,116828.0,83925.0,173.54,1000,case_D_crosswalk,0.6408191778807265,max_risk_intersecting_road,,76.76336828618666,10577435830_6388394076_0,승방1길,service,-0.3599581526684901,0.3599581526684901,7,,road_class_default,30.0,,,0,0,1.0
73288,116823.0,116824.0,28.987,1000,case_D_crosswalk,0.6408191778807265,max_risk_within_20m,,12.625830854776972,6388411362_10577435830_0,승방1길,service,-0.3599581526684901,0.3599581526684901,7,,road_class_default,30.0,,,0,0,0.0
183386,116909.0,83925.0,113.601,1000,case_D_crosswalk,0.6408191778807265,nearest_within_80m,,40.501920110140986,10577435830_6388394076_0,승방1길,service,-0.3599581526684901,0.3599581526684901,7,,road_class_default,30.0,,,0,0,1.0
270048,2.0,172.0,13.442,1000,case_D_crosswalk,0.6722185454812853,max_risk_within_20m,,18.466494701164518,1916457950_13204980243_0,신림로,secondary,-0.3198585153476107,0.3198585153476107,7,weekday_08_09,topis_observed,464.64,19.70594696969697,2.4166666666666665,0,0,0.0
113795,18220.0,89705.0,81.791,1000,case_D_crosswalk,0.6958599897051254,nearest_within_80m,,23.303409545894144,10611711463_10611711348_0,,residential,-0.2937621677113742,0.2937621677113742,8,,road_class_default,80.0,,,0,0,0.0
223962,16460.0,18219.0,57.638,1000,case_D_crosswalk,0.6958599897051254,max_risk_within_20m,,2.731562783748076,10611711463_10610603671_0,,residential,-0.2937621677113742,0.2937621677113742,8,,road_class_default,80.0,,,0,0,0.0
28495,87174.0,16460.0,65.929,1000,case_D_crosswalk,0.6958599897051254,nearest_within_80m,,32.32719086571922,10614001381_10610603671_0,문성로16다길,residential,-0.2937621677113742,0.2937621677113742,8,,road_class_default,80.0,,,0,0,0.0
