LINK_ID,ROAD_NAME,ROAD_RANK,LENGTH,도로코드,보행안전지수,intersection_length_m,accident_count_link
2260048902,갈미1로,107,15.929841363991,43,-0.110736812,2.6645892905946074,0
2260128000,이당로,107,330.733771781865,202,-9.654601784,2.599718868558582,0
2260013205,내손중앙로,107,43.012845863823,40,2.549294507,2.589238452509737,0
2260124301,보식골로,107,10.405662850228,503,13.76065099,2.5477572720272255,0
2260131200,등칙골길,107,17.494171400693,20,0.747264988,2.5207564542788057,0
2260017207,효행로,107,72.026101674264,3005,-6.886589807,2.4592511743721386,4
2260044601,철도박물관로,107,12.929647722751,2205,-12.26210319,2.4507724122823125,0
2260129300,장안로1길,107,65.782248984026,520,-9.268474665,2.4230817286867365,0
2260062400,오봉로,107,38.144111395082,179,1.092005505,2.4000174717463514,0
2260154000,왕송못서길,107,12.125148459011,90,-15.93851151,2.344590116969682,0
2260110900,제2경인고속도로,101,167.806461301388,480,4.723580872,2.308892239329496,0
2260016100,전주남이길,107,86.238379536587,37,-6.78781049,2.281172565656552,1
2260046009,왕송못동로,107,2.314468755482,2215,-11.60465118,2.2769315890547173,0
2260135301,백운로,107,6.481967719381,2393,-7.412191384,2.212578961595214,0
2260061500,오봉로,107,187.112640050567,235,-9.113525456,2.187455465259081,1
2260013200,내손중앙로,107,82.695785519966,40,2.549294507,2.1535996835253064,0
2260134701,백운호수로,107,9.174429231428,540,15.12781281,2.151484501463573,1
2260148701,포일로,107,92.946577643456,436,1.982301585,2.148680196534094,1
2260024800,부곡중앙북2길,107,58.007804817575,289,13.21221737,2.123643103994785,0
2260042500,부곡중앙북3길,107,13.862881890723,290,48.61980731,2.118171725887371,0
2090174401,호성로,107,14.661319868417,582,-1.823533714,1.9848818312109549,0
2260148402,복지로,107,13.453532883088,415,19.1024239,1.9584716225093657,0
2260105700,포일세거리로,107,297.905730491515,470,10.0115683,1.7899406762377714,0
2260149602,안양판교로,105,10.028872197122,433,15.46527366,1.6912920119625865,0
2250087602,고래들길,107,13.180155415166,314,-1.244132299,1.6690182613443112,0
2260053206,부곡중앙남1길,107,104.33350145077,102,-14.09021974,1.5482201455549904,3
2260059800,고산로211번길,107,93.664280026248,253,-7.568197188,1.426912122682336,0
2260013206,내손중앙로,107,43.217895455405,40,2.549294507,1.4046207321193882,0
2007022200,덕영대로,107,55.562060534836,2262,-13.73536027,1.3894027644620475,0
2260152301,갈미안로,107,48.470888017933,426,21.32932754,1.3290092498815143,1
2260050501,시청로,107,12.08406208762,2229,-11.47491903,1.3243094445631112,0
2260061102,가나무로,107,17.627225307649,2269,-3.856228155,1.3164080057055683,0
2260032004,고산로,107,75.57094534668,2306,-14.23189388,1.2617384663632754,0
2260043803,초평로,107,29.96240205935,2200,-11.46260251,1.2028959462353686,0
2260062501,오봉로,107,59.532526186041,2276,-14.4311657,1.1756448862162623,0
2260014500,포일로,107,140.443780336297,2134,-4.065633217,1.1563530002820073,6
2250062600,번영로28번길,107,183.767136008288,2211,-12.23034851,1.1337549007132663,0
2060358601,수도권제1순환고속도로,101,851.685749733459,566,-9.262771777,1.1100458445759402,2
2260032700,-,107,58.670336660314,190,17.95635785,1.0971464951313261,1
2260126001,백운호수로,107,12.199727390761,541,9.174715304,1.073593227531008,0
2260153101,경수대로,103,32.400717329031,254,-15.20420418,1.0636453105916606,0
2260131801,입북로,107,11.999963214328,526,-3.881703216,1.0586781385333808,0
2260110101,성고개로,107,11.261930996394,477,0.652542772,1.0400175668185132,0
2250273300,영동고속도로,101,614.633086026391,559,3.182877409,0.9545601745395617,0
2250027900,고산로,107,56.515950642333,190,17.95635785,0.9541966829419738,0
2260104801,포일세거리로,107,12.738258565509,466,-1.566330916,0.8798299759305306,0
2260055900,청백리로,107,56.281411065277,2148,2.719874849,0.8369860146049523,0
2260141301,봇들3길,107,7.825070843673,576,-17.56061138,0.8276100885115106,0
2260155700,영동고속도로,101,226.517027092626,2002,40.36388854,0.7551799294963065,0
2260144002,시청로,107,21.634399542357,401,6.380176006,0.7336892620003648,0
2260043400,-,107,52.014372813239,107,23.56754479,0.7100554523384317,0
2060281100,제2경인고속도로,101,967.113744442171,492,44.28409172,0.70042805058122,1
2250020800,고산로151번길,107,363.004594367791,588,-9.493308127,0.6865033362432443,0
2260009704,안양판교로,105,36.73460908044,2035,-2.533638198,0.6674575660131457,0
2090002400,흥안대로,103,133.359060067237,2028,4.977183259,0.6601356815212995,0
2260044701,철도박물관로,107,17.241497734258,2205,-12.26210319,0.6433155095804408,0
2260037101,백운로,107,11.187859349208,2315,-13.43336521,0.6384158061376015,0
2260049600,청백리로,107,202.739253594535,2227,-12.7120054,0.6294878973553935,0
2010269200,입북로,107,24.03846916202,526,-3.881703216,0.6210709552718598,0
2260045301,왕송못동로,107,230.479558776414,585,4.092530673,0.6184613112353763,0
2250062700,번영로28번길,107,185.075231281583,2210,-9.39981778,0.6175321598954544,0
2090045400,웃벌말길,107,54.799080545355,2103,-9.249728024,0.5991117397917513,0
2260016700,전주남이4길,107,68.22482521691,2083,-11.80134421,0.5834492538814735,1
