searchConditionText,searchCondition,searchKeyword,pageIndex,pageUnit,recordCountPerPage,zoneYn,acdnt_no,engn_code,acdnt_year,acdnt_dd_dc,dfk_code,dfk_dc,tmzon_div_1_code,tmzon_div_1_dc,occrrnc_time_code,occrrnc_time_dc,legaldong_code,legaldong_name,acdnt_hcode,acdnt_hdc,acdnt_mcode,acdnt_mdc,acdnt_code,acdnt_dc,lrg_violt_1_code,lrg_violt_1_dc,x_crdnt,y_crdnt,wether_sttus_code,wether_sttus_dc,road_stle_code,road_stle_dc,hhdgw_at,acdnt_gae_code,acdnt_gae_dc,dprs_cnt,sep_cnt,slp_cnt,inj_aplcnt_cnt,wrngdo_vhcle_asort_hcode,wrngdo_vhcle_asort_hdc,wrngdo_vhcle_asort_code,wrngdo_vhcle_asort_dc,injury_dgree_1_hcode,injury_dgree_1_hdc,injury_dgree_1_code,injury_dgree_1_dc,acdnt_age_1_code,acdnt_age_1_dc,sexdstn_div_1_code,sexdstn_div_1_dc,dmge_vhcle_asort_hcode,dmge_vhcle_asort_hdc,dmge_vhcle_asort_code,dmge_vhcle_asort_dc,injury_dgree_2_hcode,injury_dgree_2_hdc,injury_dgree_2_code,injury_dgree_2_dc,acdnt_age_2_code,acdnt_age_2_dc,sexdstn_div_2_code,sexdstn_div_2_dc,bdy_injury_part_1_code,bdy_injury_part_1_dc,bdy_injury_part_2_code,bdy_injury_part_2_dc,spt_otlnmap_at,rdse_sttus_code,rdse_sttus_dc,acdnt_pos,acdnt_des,road_div,road_no,route_nm,otn_acdnt_no,city_idt_code,city_idt_dc,xCrdnt,yCrdnt,acdnt_frm_lv1,acdnt_frm_lv2,acdnt_frm_lv3,acdnt_sta_lv1,acdnt_sta_lv2,rde_id,rde_nm,serial_no,rn,lon,lat
,,,1,3,10,False,2022011400100317,00,2022,2022년  1월,5,금요일,01,주간,15,15시,1162010200,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,949207,1942881,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,210,개인형이동수단(PM),210,개인형이동수단(PM),200,부상,210,중상,55,51-60세,2,여,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,29,21-30세,1,남,12,우측 대퇴부,00,상해없음,없음,01, 건조, ,   ,104,-,남부순환로,20220001331121,,,0.0,0.0,,,,,,,,2022006910,,126.92548085587524,37.48377273680461
,,,1,3,10,False,2022011400100498,00,2022,2022년  1월,5,금요일,02,야간,19,19시,1162010100,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,06,안전운전불이행,951088,1942969,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,300,상해없음,300,상해없음,36,31-40세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,31,31-40세,1,남,00,상해없음,13,우측 하퇴부,없음,01, 건조, ,   ,104,-,양녕로,20220001471121,,,0.0,0.0,,,,,,,,2022007085,,126.9467500549775,37.484667444508915
,,,1,3,10,False,2022011600100255,00,2022,2022년  1월,7,일요일,02,야간,18,18시,1162010300,서울특별시 관악구,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,953558,1941609,02,흐림,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,300,상해없음,300,상해없음,42,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,61,61-64세,1,남,00,상해없음,98,기타,없음,02, 젖음/습기, 한일유앤아이아파트 입구,   ,104,-,남현길,20220001461121,,,0.0,0.0,,,,,,,,2022008050,,126.97477324323349,37.47253685103938
,,,1,3,10,False,2022011700100011,00,2022,2022년  1월,1,월요일,02,야간,04,04시,1162010200,서울특별시 관악구,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,947289,1942982,01,맑음,998,기타 - 기타,N,02,중상사고,0,1,2,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,53,51-60세,1,남,500,보행자,500,보행자,200,부상,220,경상,65,65세 이상,1,남,00,상해없음,98,기타,없음,01, 건조, ,   ,104,-,신사로,20220001551121,,,0.0,0.0,,,,,,,,2022008184,,126.9037801973224,37.48457558840452
,,,1,3,10,False,2022011700100456,00,2022,2022년  1월,1,월요일,02,야간,21,21시,1162010200,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,06,안전운전불이행,950085,1941833,05,눈,120,교차로 - 교차로부근,N,02,중상사고,0,1,2,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,55,51-60세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,67,65세 이상,1,남,00,상해없음,06,뒷면 뒷목,없음,02, 젖음/습기, 관악구 신림로 179 앞 충무교 위,   ,104,-,신림로29길,20220001571121,,,0.0,0.0,,,,,,,,2022008613,,126.93548252485083,37.4743747132057
,,,1,3,10,False,2022011800100203,00,2022,2022년  1월,2,화요일,01,주간,12,12시,1162010100,서울특별시 관악구,100,차대사람,130,길가장자리구역통행중,130,차대사람 - 길가장자리구역통행중,06,안전운전불이행,952527,1942027,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,38,31-40세,2,여,500,보행자,500,보행자,200,부상,210,중상,22,21-30세,1,남,00,상해없음,20,좌측 발,없음,01, 건조, 건물 앞 노상,   ,104,-,봉천로,20220001611121,,,0.0,0.0,,,,,,,,2022008875,,126.96308686140414,37.47625201205346
,,,1,3,10,False,2022011800100546,00,2022,2022년  1월,2,화요일,02,야간,20,20시,1162010200,서울특별시 관악구,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,06,안전운전불이행,949278,1942470,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,300,상해없음,300,상해없음,31,31-40세,1,남,500,보행자,500,보행자,200,부상,210,중상,70,65세 이상,2,여,00,상해없음,03,앞면 가슴,없음,01, 건조, ,   ,,,,20220001671121,,,0.0,0.0,,,,,,,,2022009198,,126.9263122235952,37.48007219690902
,,,1,3,10,False,2022012000100004,00,2022,2022년  1월,4,목요일,02,야간,01,01시,1162010200,서울특별시 관악구,100,차대사람,110,횡단중,110,차대사람 - 횡단중,98,기타,948927,1943548,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,43,41-50세,1,남,500,보행자,500,보행자,200,부상,210,중상,76,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조,횡단보도 횡단보도 2차로상,   ,104,-,신사로,20220001801121,,,0.0,0.0,,,,,,,,2022009790,,126.92226762967923,37.48976911709638
,,,1,3,10,False,2022012000100020,00,2022,2022년  1월,4,목요일,02,야간,05,05시,1162010200,서울특별시 관악구,100,차대사람,110,횡단중,110,차대사람 - 횡단중,06,안전운전불이행,951157,1941029,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,29,21-30세,1,남,500,보행자,500,보행자,200,부상,210,중상,79,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조, 버스정류장(21159) 인근,   ,104,-,신림로,20220001811121,,,0.0,0.0,,,,,,,,2022009806,,126.94765919498023,37.467185326547884
,,,1,3,10,False,2022012000100265,00,2022,2022년  1월,4,목요일,01,주간,15,15시,1162010100,서울특별시 관악구,100,차대사람,120,차도통행중,120,차대사람 - 차도통행중,02,신호위반,951646,1941916,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,59,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,73,65세 이상,2,여,00,상해없음,14,우측 발,없음,01, 건조, 일방통행길,   ,104,-,관악로,20220001831121,,,0.0,0.0,,,,,,,,2022010042,,126.95313057375665,37.47520584070126
,,,1,3,10,False,2022012200100258,00,2022,2022년  1월,6,토요일,01,주간,15,15시,1162010200,서울특별시 관악구,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,949983,1941062,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,69,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,62,61-64세,1,남,00,상해없음,19,좌측 하퇴부,없음,01, 건조, ,   ,,,,20230000491121,,,0.0,0.0,,,,,,,,2022011304,,126.93438136632477,37.467419964588274
,,,1,3,10,False,2022012500100005,00,2022,2022년  1월,2,화요일,02,야간,01,01시,1162010200,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,03,안전거리미확보,948286,1942370,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,50,41-50세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,49,41-50세,1,남,10,우측 팔,00,상해없음,없음,01, 건조, ,   ,104,-,난곡로,20220002241121,,,0.0,0.0,,,,,,,,2022012513,,126.91509982966832,37.47911586488762
,,,1,3,10,False,2022012500100012,00,2022,2022년  1월,2,화요일,02,야간,04,04시,1162010200,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,06,안전운전불이행,950101,1941448,03,비,299,단일로 - 기타,N,02,중상사고,0,2,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,27,21-30세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,39,31-40세,1,남,00,상해없음,08,뒷면 허리,없음,02, 젖음/습기, 앞 도로,   ,104,-,신림로,20220002251121,,,0.0,0.0,,,,,,,,2022012520,,126.93568956003064,37.470905468539605
,,,1,3,10,False,2022012500100272,00,2022,2022년  1월,2,화요일,01,주간,15,15시,1162010100,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,02,신호위반,951661,1942677,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,2,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,71,65세 이상,1,남,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,66,65세 이상,1,남,00,상해없음,08,뒷면 허리,없음,01, 건조, 봉천로사거리,   ,104,-,관악로,20220002341121,,,0.0,0.0,,,,,,,,2022012770,,126.9532502395181,37.482065737855244
,,,1,3,10,False,2022012500100333,00,2022,2022년  1월,2,화요일,01,주간,17,17시,1162010200,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,01,중앙선침범,948616,1943508,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,65,65세 이상,2,여,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,39,31-40세,1,남,00,상해없음,03,앞면 가슴,없음,01, 건조, 삼거리,   ,104,-,관천로,20220002361121,,,0.0,0.0,,,,,,,,2022012829,,126.91875258945835,37.48939133297159
,,,1,3,10,False,2022012600100023,00,2022,2022년  1월,3,수요일,02,야간,05,05시,1162010200,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,02,신호위반,949349,1942870,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,1,0,100,원동기 자전거 이상,110,승용,998,기타,998,기타불명,37,31-40세,1,남,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,63,61-64세,1,남,00,상해없음,00,상해없음,없음,01, 건조,옆 버스정류장 버스전용차로,   ,104,-,남부순환로,20220002451121,,,0.0,0.0,,,,,,,,2022013081,,126.9270877000138,37.48368139027719
,,,1,3,10,False,2022012800100572,00,2022,2022년  1월,5,금요일,02,야간,21,21시,1162010200,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,06,안전운전불이행,949714,1942427,02,흐림,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,29,21-30세,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,55,51-60세,1,남,98,기타,00,상해없음,없음,01, 건조,앞 도로 신림로280,   ,104,-,신림로,20220002751121,,,0.0,0.0,,,,,,,,2022014690,,126.93124628658458,37.47970846755053
,,,1,3,10,False,2022020300100006,00,2022,2022년  2월,4,목요일,02,야간,02,02시,1162010200,서울특별시 관악구,200,차대차,210,정면충돌,210,차대차 - 충돌,01,중앙선침범,950226,1942159,02,흐림,120,교차로 - 교차로부근,N,02,중상사고,0,4,0,0,100,원동기 자전거 이상,110,승용,998,기타,998,기타불명,36,31-40세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,25,21-30세,1,남,00,상해없음,08,뒷면 허리,없음,02, 젖음/습기, 앞 도로,   ,104,-,신림로,20220002991121,,,0.0,0.0,,,,,,,,2022016471,,126.93705506454575,37.47732064604173
,,,1,3,10,False,2022020300100281,00,2022,2022년  2월,4,목요일,01,주간,16,16시,1162010100,서울특별시 관악구,200,차대차,220,측면충돌,220,차대차 - 충돌,03,안전거리미확보,952017,1942395,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,44,41-50세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,30,21-30세,1,남,00,상해없음,09,우측 어깨,없음,01, 건조,CU관악이글점 4차로도로,   ,104,-,남부순환로,20220005231121,,,0.0,0.0,,,,,,,,2022016732,,126.95729508001094,37.479542554265976
,,,1,3,10,False,2022020400100100,00,2022,2022년  2월,5,금요일,01,주간,10,10시,1162010100,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,07,교차로운행방법위반,952229,1942272,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,40,31-40세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,47,41-50세,1,남,00,상해없음,98,기타,없음,01, 건조, 낙성대입구 교차로,   ,104,-,낙성대로,20220003131121,,,0.0,0.0,,,,,,,,2022017004,,126.95970076046368,37.47844490773475
,,,1,3,10,False,2022020400100124,00,2022,2022년  2월,5,금요일,01,주간,11,11시,1162010200,서울특별시 관악구,200,차대차,220,측면충돌,220,차대차 - 충돌,02,신호위반,947182,1942428,01,맑음,115,교차로 - 교차로횡단보도내,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,59,51-60세,1,남,200,자전거,200,자전거,200,부상,210,중상,23,21-30세,1,남,00,상해없음,03,앞면 가슴,없음,01, 건조, 앞 횡단보도,   ,,,,20220003141121,,,0.0,0.0,,,,,,,,2022017027,,126.90260972604402,37.479576160407525
,,,1,3,10,False,2022020400100125,00,2022,2022년  2월,5,금요일,01,주간,11,11시,1162010200,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,06,안전운전불이행,949624,1942610,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,69,65세 이상,1,남,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,52,51-60세,1,남,14,우측 발,00,상해없음,없음,01, 건조,앞 도로 ,   ,104,-,신림로,20220003241121,,,0.0,0.0,,,,,,,,2022017028,,126.93021587386582,37.48135298795407
,,,1,3,10,False,2022020500100131,00,2022,2022년  2월,6,토요일,01,주간,13,13시,1162010200,서울특별시 관악구,200,차대차,299,기타,299,차대차 - 기타,03,안전거리미확보,949928,1941807,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,2,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,52,51-60세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,220,경상,41,41-50세,1,남,00,상해없음,98,기타,없음,01, 건조, 횡단보도,   ,104,-,신림로,20220003271121,,,0.0,0.0,,,,,,,,2022017512,,126.93370876887386,37.47413187207814
,,,1,3,10,False,2022020600100009,00,2022,2022년  2월,7,일요일,02,야간,03,03시,1162010100,서울특별시 관악구,200,차대차,230,추돌,235,차대차 - 추돌,06,안전운전불이행,952186,1942222,02,흐림,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,37,31-40세,1,남,100,원동기 자전거 이상,110,승용,200,부상,210,중상,64,61-64세,1,남,00,상해없음,06,뒷면 뒷목,없음,01, 건조, ,   ,104,-,봉천로,20220003331121,,,0.0,0.0,,,,,,,,2022017778,,126.95921768960774,37.4779920179817
,,,1,3,10,False,2022020800100052,00,2022,2022년  2월,2,화요일,01,주간,07,07시,1162010100,서울특별시 관악구,100,차대사람,199,기타,199,차대사람 - 기타,06,안전운전불이행,952764,1941770,01,맑음,998,기타 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,68,65세 이상,1,남,500,보행자,500,보행자,200,부상,210,중상,58,51-60세,2,여,00,상해없음,08,뒷면 허리,없음,01, 건조, 앞 노상,   ,,,,20220003491121,,,0.0,0.0,,,,,,,,2022018482,,126.96578368060479,37.47394774025548
,,,1,3,10,False,2022020800100257,00,2022,2022년  2월,2,화요일,01,주간,15,15시,1162010100,서울특별시 관악구,200,차대차,220,측면충돌,220,차대차 - 충돌,06,안전운전불이행,949500,1943505,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,130,화물,300,상해없음,300,상해없음,60,51-60세,1,남,200,자전거,200,자전거,200,부상,210,중상,74,65세 이상,2,여,00,상해없음,98,기타,없음,01, 건조, ,   ,104,-,봉천로,20220003541121,,,0.0,0.0,,,,,,,,2022018677,,126.92875199997468,37.489413065935544
,,,1,3,10,False,2022020800100432,00,2022,2022년  2월,2,화요일,02,야간,20,20시,1162010100,서울특별시 관악구,200,차대차,220,측면충돌,220,차대차 - 충돌,02,신호위반,951970,1943584,01,맑음,299,단일로 - 기타,N,02,중상사고,0,1,1,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,62,61-64세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,210,중상,53,51-60세,1,남,00,상해없음,98,기타,없음,01, 건조, ,   ,104,-,관악로,20220003581121,,,0.0,0.0,,,,,,,,2022018844,,126.95668591182039,37.49025690557348
,,,1,3,10,False,2022020800100463,00,2022,2022년  2월,2,화요일,02,야간,21,21시,1162010200,서울특별시 관악구,200,차대차,220,측면충돌,220,차대차 - 충돌,07,교차로운행방법위반,947894,1943097,01,맑음,110,교차로 - 교차로안,N,02,중상사고,0,1,1,0,100,원동기 자전거 이상,120,승합,300,상해없음,300,상해없음,53,51-60세,1,남,100,원동기 자전거 이상,150,이륜,200,부상,220,경상,23,21-30세,1,남,00,상해없음,98,기타,없음,01, 건조, 앞 삼거리,   ,104,-,조원로17길,20220003591121,,,0.0,0.0,,,,,,,,2022018875,,126.9106149414018,37.48564644211384
,,,1,3,10,False,2022020900100001,00,2022,2022년  2월,3,수요일,02,야간,00,00시,1162010100,서울특별시 관악구,100,차대사람,199,기타,199,차대사람 - 기타,98,기타,950318,1942920,01,맑음,120,교차로 - 교차로부근,N,02,중상사고,0,1,0,0,100,원동기 자전거 이상,110,승용,300,상해없음,300,상해없음,54,51-60세,1,남,500,보행자,500,보행자,200,부상,210,중상,48,41-50세,1,남,00,상해없음,98,기타,없음,01, 건조, ,   ,104,-,남부순환로,20220003611121,,,0.0,0.0,,,,,,,,2022018934,,126.93804417410365,37.48418469082341
