osm_edge_id,physical_edge_id,directed_edge_count,road_name,road_class,admin_dong,length_m,length_m_for_density,traffic_lanes_estimated,traffic_lanes_source,traffic_speed_estimated_kmh,traffic_speed_estimate_source,traffic_speed_08_09_kmh,traffic_speed_daily_avg_kmh,traffic_speed_used_kmh,traffic_speed_source,traffic_lanes_avg,traffic_lanes_max,topis_link_count,topis_record_count,estimated_traffic_volume,inverse_speed_risk,crosswalk_count,crosswalk_weight,traffic_signal_count,traffic_signal_weight,crosswalk_count_per_100m,crosswalk_weight_per_100m,traffic_signal_count_per_100m,traffic_signal_weight_per_100m,is_school_zone,child_facility_count_300m,elderly_medical_facility_count_300m,child_facility_count_300m_capped,elderly_medical_facility_count_300m_capped,schoolzone_overlap_length_m,schoolzone_overlap_share,child_living_population_ratio,elderly_living_population_ratio,vulnerable_living_population_ratio,road_6lane_or_traffic_weight,vulnerable_population_weight,vulnerable_facility_weight,final_local_method_weight,pedestrian_accident_hybrid_weight,local_method_risk_index,local_method_safety_index,local_method_risk_decile,geometry_wkt
13367904410_2824732173_0,13367904410_2824732173_0,2,은천로,secondary,,28.57407336713304,28.57407336713304,2.0,topis_observed,19.39,topis_observed,19.3875,20.683480113636364,19.3875,weekday_08_09,2.0,2.0,4.0,88.0,384.0,0.05157297576070139,2,0.309524,1,0.166667,6.999352085028502,1.083233727383181,3.499676042514251,0.5832805069777226,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.9489999999999998,1.0,1.019,1.9860309999999997,0.166667,16.091179409620548,-16.091179409620548,10,"LINESTRING (126.936059 37.486328, 126.935735 37.48634)"
13367904411_13367904416_0,13367904411_13367904416_0,2,,service,,48.10988240249078,48.10988240249078,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.510179339383963,2.510179339383963,4,"LINESTRING (126.935782 37.486763, 126.935978 37.486747, 126.936055 37.486737, 126.936132 37.486716, 126.936203 37.486683, 126.936293 37.486637)"
13367904416_2824732173_0,13367904416_2824732173_0,2,은천로1길,service,,40.041292753789676,40.041292753789676,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,1,0.142857,0,0.0,2.497421864346165,0.3567741952749001,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,0.660017318805025,-0.660017318805025,8,"LINESTRING (126.936059 37.486328, 126.936139 37.486427, 126.936293 37.486637)"
13367904416_2824732190_0,13367904416_2824732190_0,2,은천로1길,service,,48.367843504173074,48.367843504173074,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.5038170171556655,2.5038170171556655,4,"LINESTRING (126.936589 37.487, 126.936522 37.48695, 126.936293 37.486637)"
13372116370_13372116374_0,13372116370_13372116374_0,2,,service,,5.574847859465319,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-4.0775882377800405,4.0775882377800405,1,"LINESTRING (126.936331 37.487464, 126.936339 37.487514)"
13372116370_13378338442_0,13372116370_13378338442_0,1,봉천로23다길,service,,8.534357094722923,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.8856453932229025,3.8856453932229025,1,"LINESTRING (126.936331 37.487464, 126.936235 37.487471)"
13372116370_2824732183_0,13372116370_2824732183_0,1,봉천로23다길,service,,49.628998140054314,49.628998140054314,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.472953467641374,2.472953467641374,4,"LINESTRING (126.936891 37.487422, 126.936331 37.487464)"
13372116374_13372116374_0,13372116374_13372116374_0,1,,service,,126.87654367137873,126.87654367137873,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-1.0274606105545692,1.0274606105545692,7,"LINESTRING (126.936339 37.487514, 126.936413 37.487902, 126.936634 37.487876, 126.936561 37.487487, 126.936339 37.487514)"
13372116374_13372116374_1,13372116374_13372116374_1,1,,service,,126.87654367137873,126.87654367137873,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-1.0274606105545692,1.0274606105545692,7,"LINESTRING (126.936339 37.487514, 126.936561 37.487487, 126.936634 37.487876, 126.936413 37.487902, 126.936339 37.487514)"
13378338442_13378338445_0,13378338442_13378338445_0,1,,service,,55.21578557502096,55.21578557502096,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.340727236270769,2.340727236270769,4,"LINESTRING (126.936235 37.487471, 126.93621 37.487288, 126.936351 37.487091, 126.936341 37.487005)"
13378338442_13391400211_0,13378338442_13391400211_0,1,봉천로23다길,service,,13.268415210131456,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.638553682637384,3.638553682637384,1,"LINESTRING (126.936235 37.487471, 126.936086 37.487484)"
13378338445_2824732190_0,13378338445_2824732190_0,1,봉천로23나길,service,,21.888129865405123,21.888129865405123,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.283655416792666,3.283655416792666,2,"LINESTRING (126.936341 37.487005, 126.936589 37.487)"
13391400207_13391400210_0,13391400207_13391400210_0,2,,service,,36.33164450653766,36.33164450653766,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.8214519039145185,2.8214519039145185,3,"LINESTRING (126.93544 37.487785, 126.935466 37.487758, 126.935494 37.487746, 126.93581 37.487654)"
13391400210_2824729290_0,13391400210_2824729290_0,2,봉천로23길,residential,,17.275320181503307,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.0586388499801274,3.0586388499801274,2,"LINESTRING (126.935713 37.487519, 126.93581 37.487654)"
13391400210_2824732161_0,13391400210_2824732161_0,2,봉천로23길,residential,,60.24378385704017,60.24378385704017,1.0,road_class_default,14.0,road_class_default+school_zone_cap,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,3.0,0.0,5.120304550596188,0.08499307684170011,,,0.0,1.0,1.0,1.019,1.019,0.166667,-1.8234471982449851,1.8234471982449851,6,"LINESTRING (126.936027 37.488165, 126.935874 37.487742, 126.93581 37.487654)"
13391400211_13391400212_0,13391400211_13391400212_0,2,,service,,50.06215179204344,50.06215179204344,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.4624437927639717,2.4624437927639717,4,"LINESTRING (126.936086 37.487484, 126.936185 37.487927)"
13391400211_2824729290_0,13391400211_2824729290_0,1,봉천로23다길,service,,33.08981110292745,33.08981110292745,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.9157356638480616,2.9157356638480616,2,"LINESTRING (126.936086 37.487484, 126.935713 37.487519)"
13392140063_4748062192_0,13392140063_4748062192_0,1,,service,,3.6299364909439764,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-4.15482914913433,4.15482914913433,1,"LINESTRING (126.951999 37.448181, 126.95204 37.448182)"
13392140063_4748062196_0,13392140063_4748062196_0,1,,service,,11.948777693019032,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-3.633206660340408,3.633206660340408,1,"LINESTRING (126.95204 37.448182, 126.952055 37.448183, 126.952176 37.448177)"
13405256205_2161044022_0,13405256205_2161044022_0,2,봉천로,secondary,,76.22379038212175,76.22379038212175,4.36,topis_observed,24.57,topis_observed,24.571404958677686,25.764834710743802,24.571404958677686,weekday_08_09,4.363636363636363,6.0,11.0,242.0,837.12,0.0407000407000407,4,0.583333,4,0.5,5.247705447272271,0.7652899404184188,5.247705447272271,0.6559631809090338,0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.9489999999999998,1.0,1.019,1.9860309999999997,0.291667,22.26738079811323,-22.26738079811323,10,"LINESTRING (126.953926 37.481752, 126.953141 37.482039)"
13405256205_2787260857_0,13405256205_2787260857_0,2,관악로,primary,,43.66206791539339,43.66206791539339,3.62,topis_observed,21.32,topis_observed,21.31880681818182,24.636245265151516,21.31880681818182,weekday_08_09,3.625,5.0,8.0,176.0,1629.0,0.04690431519699812,2,0.25,4,0.5,4.580635080948341,0.5725793851185427,8.0,1.1451587702370853,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.9489999999999998,1.0,1.0,1.9489999999999998,0.125,24.794326876617063,-24.794326876617063,10,"LINESTRING (126.952909 37.481692, 126.953011 37.481848, 126.953136 37.482033, 126.953141 37.482039)"
13405256205_4655125785_0,13405256205_4655125785_0,2,관악로,primary,,154.10183656549353,154.10183656549353,3.62,topis_observed,21.32,topis_observed,21.31880681818182,24.636245265151516,21.31880681818182,weekday_08_09,3.625,5.0,8.0,176.0,1629.0,0.04690431519699812,2,0.25,4,0.5,1.297843065711937,0.16223038321399214,2.595686131423874,0.32446076642798427,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.9489999999999998,1.0,1.019,1.9860309999999997,1.125,19.55141519330488,-19.55141519330488,10,"LINESTRING (126.954125 37.483184, 126.953141 37.482039)"
13423489398_13423489401_0,13423489398_13423489401_0,2,,service,,37.89717118938224,37.89717118938224,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,3.0,0.0,3.5379730524961372,0.09335718053508388,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.7774295826904516,2.7774295826904516,3,"LINESTRING (126.936918 37.488062, 126.936916 37.488031, 126.936908 37.487991, 126.936785 37.48774)"
13423489398_2824732188_0,13423489398_2824732188_0,2,봉천로23라길|봉천로23다길,service,,102.83807958722056,102.83807958722056,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,3.0,0.0,44.74152711659924,0.43506770348285617,,,0.0,1.0,1.0,1.019,1.019,0.0,-1.4122152803534997,1.4122152803534997,6,"LINESTRING (126.936918 37.488062, 126.937122 37.488053, 126.93719 37.488046, 126.937254 37.48803, 126.937264 37.48802, 126.937267 37.488009, 126.937265 37.487996, 126.93726 37.487985, 126.937106 37.487724, 126.937099 37.487704, 126.937096 37.487683, 126.937109 37.487524, 126.937108 37.487483, 126.937094 37.487408)"
13446223587_13446223588_0,13446223587_13446223588_0,2,,service,,40.27419438511127,40.27419438511127,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.71229159135501,2.71229159135501,3,"LINESTRING (126.939927 37.485762, 126.940382 37.485742)"
13446223587_1843750957_0,13446223587_1843750957_0,2,은천로8길,service,,45.77079583065061,45.77079583065061,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,3.0,0.0,11.62535191848157,0.253990600502004,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.5686672993190376,2.5686672993190376,3,"LINESTRING (126.939955 37.486173, 126.939927 37.485762)"
13446223587_1843751067_0,13446223587_1843751067_0,2,은천로8길,service,,34.65635398528305,34.65635398528305,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.8696247699321735,2.8696247699321735,2,"LINESTRING (126.939905 37.485451, 126.939927 37.485762)"
13446559864_13446559892_0,13446559864_13446559892_0,2,,service,,57.188073271661224,57.188073271661224,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.295658959845868,2.295658959845868,4,"LINESTRING (126.934348 37.490352, 126.934372 37.490372, 126.934388 37.490397, 126.9344 37.490424, 126.934402 37.490452, 126.934398 37.490538, 126.934397 37.490566, 126.934401 37.490583, 126.934419 37.490599, 126.934438 37.490604, 126.934456 37.490604, 126.93447 37.490595, 126.934485 37.490576, 126.934491 37.490556, 126.934508 37.490512, 126.934529 37.4905, 126.934559 37.490498, 126.934589 37.49051, 126.934602 37.490527, 126.934608 37.490552)"
13446559864_2824120388_0,13446559864_2824120388_0,2,봉천로21길,residential,,12.993268591666716,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.247666394677544,3.247666394677544,2,"LINESTRING (126.934404 37.490244, 126.934348 37.490352)"
13446559864_2824706934_0,13446559864_2824706934_0,2,봉천로21길,residential,,16.174870417121824,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.104739206065462,3.104739206065462,2,"LINESTRING (126.93428 37.490487, 126.934348 37.490352)"
13455654170_436842767_0,13455654170_436842767_0,2,,residential,,6.158096121782948,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,1,0.166667,1,0.25,5.0,0.8333349999999999,5.0,1.25,0,5.0,0.0,5.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,7.0083040254519,-7.0083040254519,9,"LINESTRING (126.930651 37.478642, 126.93068 37.478692)"
13478432939_13478432940_0,13478432939_13478432940_0,1,,service,,12.98677019748519,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-3.5837779494245274,3.5837779494245274,1,"LINESTRING (126.952386 37.456527, 126.952402 37.456411)"
13478432939_1372131612_0,13478432939_1372131612_0,1,,service,,67.10877242149022,67.10877242149022,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.0411359920210868,2.0411359920210868,5,"LINESTRING (126.952145 37.457079, 126.952271 37.456976, 126.952314 37.456887, 126.95237 37.456648, 126.952386 37.456527)"
13478432940_1372131611_0,13478432940_1372131611_0,1,,service,,45.89011987035738,45.89011987035738,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.517809587567813,2.517809587567813,4,"LINESTRING (126.952402 37.456411, 126.952404 37.456403, 126.952411 37.456298, 126.952399 37.456216, 126.952372 37.456156, 126.952341 37.456091, 126.952285 37.45602)"
13478432946_13617739688_0,13478432946_13617739688_0,2,,service,,63.08532526487741,63.08532526487741,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.124976695200123,2.124976695200123,5,"LINESTRING (126.952256 37.455974, 126.951948 37.455462)"
13478432946_1372131611_0,13478432946_1372131611_0,2,,service,,5.768615587031297,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-3.987880553204206,3.987880553204206,1,"LINESTRING (126.952285 37.45602, 126.952256 37.455974)"
13480905092_13480905093_0,13480905092_13480905093_0,2,,service,,20.81649787378653,20.81649787378653,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-3.2614183228988116,3.2614183228988116,2,"LINESTRING (126.951414 37.465537, 126.951445 37.465572, 126.951451 37.465678, 126.951425 37.46571)"
13480905092_1790446225_0,13480905092_1790446225_0,2,,service,,24.94787121657661,24.94787121657661,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-3.1160817652911215,3.1160817652911215,2,"LINESTRING (126.951439 37.465934, 126.951431 37.465835, 126.951425 37.46571)"
13480905093_1790450421_0,13480905093_1790450421_0,2,,service,,72.85218679983257,72.85218679983257,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-1.9256953950072153,1.9256953950072153,6,"LINESTRING (126.95136 37.464883, 126.951375 37.465143, 126.951394 37.465324, 126.951414 37.465537)"
13480993804_1790446288_0,13480993804_1790446288_0,2,,service,,41.572529053574186,41.572529053574186,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.627599635677453,2.627599635677453,3,"LINESTRING (126.952242 37.463591, 126.952259 37.463561, 126.952267 37.463528, 126.952264 37.463496, 126.952248 37.463465, 126.952216 37.463441, 126.952173 37.463421, 126.952128 37.463409, 126.952086 37.463404, 126.952043 37.463414, 126.952002 37.463436, 126.951977 37.463462, 126.951964 37.463495, 126.951961 37.463546, 126.951971 37.463578, 126.952 37.463613)"
13480993804_1790446288_1,13480993804_1790446288_1,2,,service,,41.57252905357418,41.57252905357418,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.627599635677453,2.627599635677453,3,"LINESTRING (126.952 37.463613, 126.951971 37.463578, 126.951961 37.463546, 126.951964 37.463495, 126.951977 37.463462, 126.952002 37.463436, 126.952043 37.463414, 126.952086 37.463404, 126.952128 37.463409, 126.952173 37.463421, 126.952216 37.463441, 126.952248 37.463465, 126.952264 37.463496, 126.952267 37.463528, 126.952259 37.463561, 126.952242 37.463591)"
13480993804_1790450421_0,13480993804_1790450421_0,2,,service,,162.42038575060064,162.42038575060064,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-0.5105462808302959,0.5105462808302959,7,"LINESTRING (126.95136 37.464883, 126.951354 37.46481, 126.951342 37.464675, 126.951333 37.464575, 126.951328 37.464484, 126.951342 37.464428, 126.951377 37.464381, 126.951461 37.464322, 126.95163 37.464225, 126.951715 37.464174, 126.951771 37.46412, 126.951809 37.464063, 126.951875 37.463902, 126.952 37.463613)"
13524550913_13524550914_0,13524550913_13524550914_0,2,,service,,19.49209039540038,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.3739276917813483,3.3739276917813483,1,"LINESTRING (126.937666 37.488029, 126.937449 37.488064)"
13524550913_2824732171_0,13524550913_2824732171_0,2,봉천로23다길,service,,40.65203934249555,40.65203934249555,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.7021163497933576,2.7021163497933576,3,"LINESTRING (126.937754 37.488388, 126.937666 37.488029)"
13524550913_4641847116_0,13524550913_4641847116_0,2,봉천로23다길,service,,74.51671605993457,74.51671605993457,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-1.929065872717185,1.929065872717185,5,"LINESTRING (126.937504 37.487371, 126.937666 37.488029)"
13524550925_2824732171_0,13524550925_2824732171_0,2,봉천로23바길,service,,18.65020986045928,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.406953089683441,3.406953089683441,1,"LINESTRING (126.937754 37.488388, 126.93789 37.488516)"
13524550925_4641852142_0,13524550925_4641852142_0,2,봉천로23바길,service,,6.8505169984595415,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.9898007676903156,3.9898007676903156,1,"LINESTRING (126.93794 37.488563, 126.93789 37.488516)"
13574107326_13592772112_0,13574107326_13592772112_0,1,봉천로23다길,service,,25.93907712376555,25.93907712376555,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-3.1416240832164077,3.1416240832164077,2,"LINESTRING (126.939 37.487261, 126.938707 37.48728)"
13574107326_2824729292_0,13574107326_2824729292_0,1,봉천로23다길,service,,1.992215299815098,20.0,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-4.402941017469204,4.402941017469204,1,"LINESTRING (126.939022 37.48726, 126.939 37.487261)"
13574107326_8481641038_0,13574107326_8481641038_0,2,,service,,56.55737810128724,56.55737810128724,1.0,road_class_default,14.0,road_class_default,,,,,,,,,30.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,-2.309985084768094,2.309985084768094,4,"LINESTRING (126.939309 37.487647, 126.939246 37.487486, 126.939205 37.487444, 126.939143 37.487419, 126.93907 37.487412, 126.939032 37.487395, 126.939017 37.487377, 126.939006 37.487346, 126.939 37.487261)"
13586454932_13586454943_0,13586454932_13586454943_0,2,,residential,,499.4479945700891,499.4479945700891,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,3.1147824539959603,-3.1147824539959603,9,"LINESTRING (126.960595 37.464914, 126.960495 37.464772, 126.959765 37.464244, 126.960009 37.463942, 126.959711 37.463776, 126.959883 37.463588, 126.959207 37.462796, 126.959343 37.462051, 126.959325 37.46186, 126.959293 37.461587, 126.959175 37.461366, 126.958873 37.461438)"
13586454932_3139851068_0,13586454932_3139851068_0,2,,residential,,408.33830180580054,408.33830180580054,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.019,1.019,0.0,2.4404698339361195,-2.4404698339361195,8,"LINESTRING (126.960098 37.468204, 126.96067 37.467581, 126.961061 37.467195, 126.961219 37.466122, 126.961224 37.465932, 126.961152 37.465773, 126.960931 37.465387, 126.960595 37.464914)"
13586454938_13586454943_1,13586454938_13586454943_1,2,,residential,,27.683899127607056,27.683899127607056,1.0,road_class_default,14.0,road_class_default,,,,,,,,,80.0,0.07142857142857142,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,-2.630028246846146,2.630028246846146,3,"LINESTRING (126.958841 37.461316, 126.958765 37.461463, 126.958873 37.461438)"
